/home/codingai/.dotnet/corefx/cryptography/crls/7abcc12f.dea36fd7.crl	1153	crl	text/plain	text
/home/codingai/.dotnet/corefx/cryptography/crls/7462804f.d5a68194.crl	1166	crl	text/plain	text
/home/codingai/.dotnet/corefx/cryptography/crls/d16da424.cbeb964c.crl	215430	crl	text/plain	text
/home/codingai/.dotnet/corefx/cryptography/crls/75d1b2ed.de05bb98.crl	1048	crl	text/plain	text
/home/codingai/.dotnet/corefx/cryptography/crls/cf887acb.0f995861.crl	1056	crl	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_21_21_236Z-debug-0.log	2394	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_24_11_079Z-debug-0.log	2435	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T16_01_00_576Z-debug-0.log	1515	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_27_27_244Z-debug-0.log	1701	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_27_26_958Z-debug-0.log	1682	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_27_25_982Z-debug-0.log	43601	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_21_26_038Z-debug-0.log	2408	log	text/plain	text
/home/codingai/.npm/_logs/2026-02-22T13_23_36_426Z-debug-0.log	258932	log	text/plain	text
/home/codingai/.npm/_cacache/content-v2/sha512/dd/86/e2d6d02ec003fdb34af5510d89e27e58d06d396c99295083b4fdb23d321c260fbd12e5a4d66d7181c311eb7a54fe5ccd64e9d334a64f92c0d9294d137b3e	47839		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/dd/0e/ae478eeea09541cf2ebfb7f949842286fb1b25fb9e171b65544b58c9ceba891059866168bbd0a084fa6a0f6fef605d7abaaab08c8b3675fb90c605f7226f	117179		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/27/5c/d85b7f88b666e8b382d84c92a797fceec2e8e1e31437d1f7b6094aaa00b78827e54441d9077cfa2de6723e2dd4f79a2da30c0969a1588ef31a48f6d39e2d	6171		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/27/5f/0f6a3a3b7d732c01dd48203b95a2fb302ed6d8dfb7f857cdcd9be1d13fce6634b01de522180ae5a75526f64f8137a886084919e9e34e53937783a2c73903	728612		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/27/fe/b93771a7421d0a2cceceaab979304fe73a9f21328faacf7a29252008f580bac4cb9cb891c70e2da921e4c313df805c324ea9109c86481974dde4918b564e	52251		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/12/b8/924e5b79382f7fed25e445208085f4b1c684948019b7dce1fe224c1b769828aac4ac520ef2dee87e208088fd08380415abdd4da2dfd4699b271bc4cab87b	73417		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/12/f9/8c2e905d8ce74ec357a165e9b7b02bf7f0b9f5d19dafee1d3ab7d8b37d50bf9c879870e6583db6b25f8e30885ae9815a524d8aff7ee1e84dc97a2706da9f	158462		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/7b/e3/3a6b34a10cf67dfededb0dcf67af0768a05cb1761d1038662c18050be946dbe3161933f4c510ab75073de0f3e14bd129439173bfeb3b3d8726983fa4618d	195399		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/7b/ac/eda78e154d6f3e48cdb5ddea3fdb87927b6fc09d290ebdc4014ce608577379061f7af99eda79c0cc7460eab0c7ed7fdd06763e444393fd9869924715edf7	20236		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/ea/c3/016ee03e4a3ca2cc47c0d3254229941cf276ca13824fd486b5104c20df2f38af5b80132fed0e41bad87d8c81f83ee4733dc9c3e7ac226df45d5588ea39b4	5476		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/ea/ba/53323d3f541ae863d2d7955eba417ef8754e47fe007f26b9ce09b2b04fb4057271c074a207f34f754fbf480494aa90063f344af4871a73b171cff18ab7a8	1568		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/6a/f7/4e9d8a495870c4ccb40cfb8c6cbea0aa1ee08460d252f680f5db1287ce271eed6ebd04f98a61f247e566112ec597bbff7d7a6e3de3b8aaaa8af24c705019	118182		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/6a/80/9bb323e75a2e36b9df9431d7b6934761a348a2db499187e0601fb2bd636d6c26b263615b0ea6083cea1209fc425818b1a4a98829c991de2dce1484485044	93389		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/6a/a2/3d20dcad565df41a2a49a96ef4a6c2618a61896fe4f4c3595a081be6229ee8198eb96fb6fd0f426d88f79f606fe7c6130e3f3e295490de0ecc7b14626d90	3513		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/6a/a9/5d2a05fd699aa9a03a777bcfc167c0e6ef1d69265faa23764ac433748bf2104d6530071fcc6a79a5549df0a30a9b9e8e9cd9b9a221fb3e526e8b6ec8c9c9	4547		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/6a/39/4375182a13d363d1108ebf13ffbd61b76802297f7588c329488653d7cab0438c6a1ca11bac90833cfb7dba3f5ed95c2c97f0be9485372abd7a3396ee3d2f	122928		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/6a/4f/50cb943b8d86f65b071ecb9169be0d8aa0073f64884b48b392066466ca03ec1b091556dd1f65ad2aaed333fa6ead2530077d943c167981e0c1b82d6cbbff	2073		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/5d/fd/2759ee91b1ece214cbbe029f5b8a251b9a996ae92f7fa7eef0ed85cffc904786b5030d48706bebc0372b9bbaa7d9593bde53ffc36151ac0c6ed128bfef13	1816		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/5d/73/85b72a838cd0c043155f631b85ee0f4897f21b5a69a5420d8c60a387f04c484f5aa0eb1738cf24b71da10401382cd5bb5fcf1ab5e5c894898ee08d25d119	4905		application/gzip	binary
/home/codingai/.npm/_cacache/content-v2/sha512/5d/9a/9a7cb4a320f1dc92acd4fae500a35edb03f984e29f428883ed3d2801e63798ba6ce9f4dca21589fd62ffa9c402a2aad320ab57578496bdc6803bc7cb9080	119454		application/json	text
/home/codingai/.npm/_cacache/content-v2/sha512/5d/19/e56ca3139a4b4192308b13cfd77191659c7bebd8bb5daf57895f889d2f9e7ff416ce473c9911a2240450e1146084581048b6c56b0f1c31de09e2b0c8ad77	219021		application/gzip	binary
